"","x"
"1",0.265487817511076
"2",0.314682044878357
"3",0.314682044878357
"4",0.501613716390833
"5",0.501613716390833
"6",0.532495805540985
"7",0.444101008564007
"8",0.391920225057784
"9",0.340417847739131
"10",0.340417847739131
"11",0.289601058837561
"12",0.265487817511076
"13",0.340417847739131
"14",0.314682044878357
"15",0.314682044878357
"16",0.265487817511076
"17",0.265487817511076
"18",0.391920225057784
"19",0.417562220244823
"20",0.391920225057784
"21",0.391920225057784
"22",0.391920225057784
"23",0.265487817511076
"24",0.36629847193587
"25",0.417562220244823
"26",0.36629847193587
"27",0.314682044878357
"28",0.265487817511076
"29",0.314682044878357
"30",0.340417847739131
"31",0.314682044878357
"32",0.242381049520303
"33",0.242381049520303
"34",0.314682044878357
"35",0.444101008564007
"36",0.501613716390833
"37",0.532495805540985
"38",0.596710364044079
"39",0.501613716390833
"40",0.36629847193587
"41",0.265487817511076
"42",0.242381049520303
"43",0.289601058837561
"44",0.242381049520303
"45",0.314682044878357
"46",0.391920225057784
"47",0.289601058837561
"48",0.242381049520303
"49",0.36629847193587
"50",0.265487817511076
"51",0.242381049520303
"52",0.314682044878357
"53",0.340417847739131
"54",0.444101008564007
"55",0.472114479254363
"56",0.340417847739131
"57",0.289601058837561
"58",0.314682044878357
"59",0.242381049520303
"60",0.242381049520303
"61",0.314682044878357
"62",0.472114479254363
"63",0.660457318580804
"64",0.660457318580804
"65",0.726506253719
"66",0.75816443948591
"67",0.564475665977812
"68",0.242381049520303
"69",0.289601058837561
"70",0.36629847193587
"71",0.444101008564007
"72",0.596710364044079
"73",0.660457318580804
"74",0.660457318580804
"75",0.62854293680669
"76",0.62854293680669
"77",0.444101008564007
"78",0.242381049520303
"79",0.242381049520303
"80",0.242381049520303
"81",0.36629847193587
"82",0.314682044878357
"83",0.444101008564007
"84",0.391920225057784
"85",0.444101008564007
"86",0.289601058837561
"87",0.564475665977812
"88",0.564475665977812
"89",0.660457318580804
"90",0.660457318580804
"91",0.444101008564007
"92",0.289601058837561
"93",0.265487817511076
"94",0.265487817511076
"95",0.242381049520303
"96",0.242381049520303
"97",0.265487817511076
"98",0.36629847193587
"99",0.417562220244823
"100",0.501613716390833
"101",0.532495805540985
"102",0.564475665977812
"103",0.472114479254363
"104",0.340417847739131
"105",0.444101008564007
"106",0.417562220244823
"107",0.391920225057784
"108",0.340417847739131
"109",0.36629847193587
"110",0.36629847193587
"111",0.501613716390833
"112",0.417562220244823
"113",0.289601058837561
"114",0.242381049520303
"115",0.265487817511076
"116",0.314682044878357
"117",0.532495805540985
"118",0.596710364044079
"119",0.564475665977812
"120",0.417562220244823
"121",0.289601058837561
"122",0.242381049520303
"123",0.289601058837561
"124",0.242381049520303
"125",0.265487817511076
"126",0.289601058837561
"127",0.314682044878357
"128",0.314682044878357
"129",0.289601058837561
"130",0.36629847193587
"131",0.417562220244823
"132",0.289601058837561
"133",0.289601058837561
"134",0.242381049520303
"135",0.265487817511076
"136",0.242381049520303
"137",0.265487817511076
"138",0.242381049520303
"139",0.265487817511076
"140",0.242381049520303
"141",0.242381049520303
"142",0.36629847193587
"143",0.314682044878357
"144",0.314682044878357
"145",0.289601058837561
"146",0.242381049520303
"147",0.242381049520303
"148",0.265487817511076
"149",0.265487817511076
"150",0.265487817511076
"151",0.289601058837561
"152",0.36629847193587
"153",0.265487817511076
"154",0.340417847739131
"155",0.391920225057784
"156",0.36629847193587
"157",0.391920225057784
"158",0.391920225057784
"159",0.265487817511076
"160",0.314682044878357
"161",0.265487817511076
"162",0.340417847739131
"163",0.391920225057784
"164",0.242381049520303
"165",0.242381049520303
"166",0.340417847739131
"167",0.444101008564007
"168",0.314682044878357
"169",0.314682044878357
"170",0.340417847739131
"171",0.265487817511076
"172",0.265487817511076
"173",0.36629847193587
"174",0.289601058837561
"175",0.314682044878357
"176",0.265487817511076
"177",0.289601058837561
"178",0.265487817511076
"179",0.265487817511076
"180",0.289601058837561
"181",0.265487817511076
"182",0.289601058837561
"183",0.289601058837561
"184",0.265487817511076
"185",0.289601058837561
"186",0.289601058837561
"187",0.314682044878357
"188",0.242381049520303
"189",0.242381049520303
"190",0.242381049520303
"191",0.391920225057784
"192",0.36629847193587
"193",0.340417847739131
"194",0.36629847193587
"195",0.472114479254363
"196",0.444101008564007
"197",0.391920225057784
"198",0.340417847739131
"199",0.242381049520303
"200",0.265487817511076
"201",0.314682044878357
"202",0.391920225057784
"203",0.564475665977812
"204",0.693278892291301
"205",0.726506253719
"206",0.75816443948591
"207",0.693278892291301
"208",0.596710364044079
"209",0.36629847193587
"210",0.289601058837561
"211",0.242381049520303
"212",0.340417847739131
"213",0.444101008564007
"214",0.444101008564007
"215",0.444101008564007
"216",0.340417847739131
"217",0.242381049520303
"218",0.289601058837561
"219",0.36629847193587
"220",0.36629847193587
"221",0.265487817511076
"222",0.36629847193587
"223",0.314682044878357
"224",0.265487817511076
"225",0.340417847739131
"226",0.36629847193587
"227",0.472114479254363
"228",0.314682044878357
"229",0.340417847739131
"230",0.242381049520303
"231",0.289601058837561
"232",0.242381049520303
"233",0.36629847193587
"234",0.314682044878357
"235",0.242381049520303
"236",0.242381049520303
"237",0.289601058837561
"238",0.417562220244823
"239",0.417562220244823
"240",0.417562220244823
"241",0.417562220244823
"242",0.501613716390833
"243",0.391920225057784
"244",0.289601058837561
"245",0.242381049520303
"246",0.417562220244823
"247",0.472114479254363
"248",0.36629847193587
"249",0.242381049520303
"250",0.444101008564007
"251",0.596710364044079
"252",0.726506253719
"253",0.75816443948591
"254",0.75816443948591
"255",0.660457318580804
"256",0.564475665977812
"257",0.564475665977812
"258",0.564475665977812
"259",0.726506253719
"260",0.726506253719
"261",0.660457318580804
"262",0.596710364044079
"263",0.596710364044079
"264",0.472114479254363
"265",0.564475665977812
"266",0.444101008564007
"267",0.340417847739131
"268",0.340417847739131
"269",0.36629847193587
"270",0.417562220244823
"271",0.472114479254363
"272",0.417562220244823
"273",0.289601058837561
"274",0.472114479254363
"275",0.472114479254363
"276",0.472114479254363
"277",0.417562220244823
"278",0.340417847739131
"279",0.36629847193587
"280",0.242381049520303
"281",0.340417847739131
"282",0.36629847193587
"283",0.417562220244823
"284",0.472114479254363
"285",0.693278892291301
"286",0.693278892291301
"287",0.726506253719
"288",0.726506253719
"289",0.660457318580804
"290",0.36629847193587
"291",0.289601058837561
"292",0.314682044878357
"293",0.289601058837561
"294",0.340417847739131
"295",0.314682044878357
"296",0.265487817511076
"297",0.36629847193587
"298",0.340417847739131
"299",0.36629847193587
"300",0.314682044878357
"301",0.242381049520303
"302",0.265487817511076
"303",0.444101008564007
"304",0.242381049520303
"305",0.472114479254363
"306",0.444101008564007
"307",0.417562220244823
"308",0.391920225057784
"309",0.289601058837561
"310",0.265487817511076
"311",0.314682044878357
"312",0.340417847739131
"313",0.242381049520303
"314",0.340417847739131
"315",0.314682044878357
"316",0.265487817511076
"317",0.242381049520303
"318",0.289601058837561
"319",0.289601058837561
"320",0.289601058837561
"321",0.340417847739131
"322",0.391920225057784
"323",0.391920225057784
"324",0.391920225057784
"325",0.532495805540985
"326",0.596710364044079
"327",0.472114479254363
"328",0.501613716390833
"329",0.62854293680669
"330",0.36629847193587
"331",0.289601058837561
"332",0.36629847193587
"333",0.391920225057784
"334",0.444101008564007
"335",0.501613716390833
"336",0.62854293680669
"337",0.564475665977812
"338",0.501613716390833
"339",0.417562220244823
"340",0.391920225057784
"341",0.265487817511076
"342",0.265487817511076
"343",0.444101008564007
"344",0.660457318580804
"345",0.660457318580804
"346",0.532495805540985
"347",0.501613716390833
"348",0.501613716390833
"349",0.340417847739131
"350",0.242381049520303
"351",0.242381049520303
"352",0.242381049520303
"353",0.242381049520303
"354",0.242381049520303
"355",0.340417847739131
"356",0.314682044878357
"357",0.242381049520303
"358",0.265487817511076
"359",0.314682044878357
"360",0.314682044878357
"361",0.391920225057784
"362",0.36629847193587
"363",0.242381049520303
"364",0.36629847193587
"365",0.62854293680669
"366",0.75816443948591
"367",0.472114479254363
"368",0.289601058837561
"369",0.391920225057784
"370",0.444101008564007
"371",0.472114479254363
"372",0.444101008564007
"373",0.391920225057784
"374",0.417562220244823
"375",0.417562220244823
"376",0.289601058837561
"377",0.242381049520303
"378",0.242381049520303
"379",0.314682044878357
"380",0.314682044878357
"381",0.289601058837561
"382",0.289601058837561
"383",0.242381049520303
"384",0.265487817511076
"385",0.340417847739131
"386",0.444101008564007
"387",0.36629847193587
"388",0.391920225057784
"389",0.36629847193587
"390",0.36629847193587
"391",0.340417847739131
"392",0.444101008564007
"393",0.444101008564007
"394",0.472114479254363
"395",0.472114479254363
"396",0.532495805540985
"397",0.501613716390833
"398",0.532495805540985
"399",0.501613716390833
"400",0.444101008564007
"401",0.289601058837561
"402",0.289601058837561
"403",0.62854293680669
"404",0.75816443948591
"405",0.693278892291301
"406",0.693278892291301
"407",0.532495805540985
"408",0.340417847739131
"409",0.289601058837561
"410",0.391920225057784
"411",0.62854293680669
"412",0.75816443948591
"413",0.786742425095888
"414",0.786742425095888
"415",0.693278892291301
"416",0.532495805540985
"417",0.314682044878357
"418",0.289601058837561
"419",0.417562220244823
"420",0.472114479254363
"421",0.472114479254363
"422",0.532495805540985
"423",0.564475665977812
"424",0.564475665977812
"425",0.501613716390833
"426",0.314682044878357
"427",0.289601058837561
"428",0.289601058837561
"429",0.444101008564007
"430",0.501613716390833
"431",0.501613716390833
"432",0.391920225057784
"433",0.265487817511076
"434",0.289601058837561
"435",0.314682044878357
"436",0.36629847193587
"437",0.501613716390833
"438",0.532495805540985
"439",0.596710364044079
"440",0.693278892291301
"441",0.859374193496151
"442",0.83669991849538
"443",0.812591310488128
"444",0.812591310488128
"445",0.83669991849538
"446",0.693278892291301
"447",0.314682044878357
"448",0.265487817511076
"449",0.36629847193587
"450",0.36629847193587
"451",0.391920225057784
"452",0.444101008564007
"453",0.417562220244823
"454",0.444101008564007
